user id,product id,Interaction type,Time stamp,user id ,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Year Month,YearMonth,Segment_x,Segment_y,Segment
31.0,5bb4a9aa52085ada20006d166b1e2f87,purchase,2023-09-11 08:00:00.000000,31.0,31,57.0,Male,Jewelry,Accessories,31,North Carolina,L,Black,Winter,4.7,Yes,Standard,Yes,Yes,16.0,Credit Card,Monthly,2023-09,2023-09,Low,Low,Low
32.0,2339c5be505bf647ebff669697c6bc25,view,2023-10-11 08:00:00.000000,32.0,32,33.0,Male,Dress,Clothing,79,West Virginia,L,Brown,Winter,4.7,Yes,Store Pickup,Yes,Yes,45.0,Venmo,Monthly,2023-10,2023-10,High,High,High
33.0,93c659c89f9a1a81374c61c3fdf881bb,like,2023-11-11 08:00:00.000000,33.0,33,36.0,Male,Jacket,Outerwear,67,Kansas,M,Silver,Summer,4.9,Yes,Free Shipping,Yes,Yes,37.0,Venmo,Annually,2023-11,2023-11,Medium,Medium,Medium
34.0,25a1fcc6db40f86566c5f2d902407b15,view,2023-12-11 08:00:00.000000,34.0,34,54.0,Male,Pants,Clothing,38,Colorado,L,Green,Summer,3.3,Yes,Store Pickup,Yes,Yes,45.0,Cash,Quarterly,2023-12,2023-12,Low,Low,Low
53.0,4cd74df98f6a204869dbc31ba3749d3c,like,2023-01-12 08:00:00.000000,53.0,53,42.0,Male,T-shirt,Clothing,20,Alaska,M,Green,Summer,2.6,Yes,Free Shipping,Yes,Yes,26.0,Credit Card,Weekly,2023-01,2023-01,Low,Low,Low
54.0,74c5d3de523d24384aa913b71d29689b,view,2023-02-12 08:00:00.000000,54.0,54,29.0,Male,Skirt,Clothing,24,Mississippi,S,Peach,Winter,3.9,Yes,Next Day Air,Yes,Yes,35.0,Credit Card,Weekly,2023-02,2023-02,Low,Low,Low
55.0,43a663416f7a8325321942235dfa6ef7,purchase,2023-03-12 08:00:00.000000,55.0,55,47.0,Male,Coat,Outerwear,94,New Mexico,M,Brown,Summer,4.2,Yes,Next Day Air,Yes,Yes,35.0,Debit Card,Bi-Weekly,2023-03,2023-03,High,High,High
56.0,f1a2c4a6317e54e9c76377c79eb35201,view,2023-04-12 08:00:00.000000,56.0,56,40.0,Male,Jacket,Outerwear,28,South Carolina,M,Lavender,Winter,3.0,Yes,2-Day Shipping,Yes,Yes,49.0,Credit Card,Annually,2023-04,2023-04,Low,Low,Low
57.0,c4c4257e9c0a5257ed3affae5c568aae,like,2023-05-12 08:00:00.000000,57.0,57,41.0,Male,Backpack,Accessories,73,Mississippi,XL,Brown,Summer,4.7,Yes,Store Pickup,Yes,Yes,46.0,Credit Card,Weekly,2023-05,2023-05,Medium,Medium,Medium
58.0,9ab3556ad20a8d9c1595d298972b2eae,view,2023-06-12 08:00:00.000000,58.0,58,21.0,Male,Coat,Outerwear,64,West Virginia,M,White,Summer,4.4,Yes,Store Pickup,Yes,Yes,17.0,Debit Card,Fortnightly,2023-06,2023-06,Medium,Medium,Medium
59.0,52c1091bb950f7466507179ac0bcbb86,like,2023-07-12 08:00:00.000000,59.0,59,69.0,Male,Hoodie,Clothing,54,Missouri,M,Charcoal,Summer,4.2,Yes,Free Shipping,Yes,Yes,29.0,Venmo,Monthly,2023-07,2023-07,Medium,Medium,Medium
60.0,cb7fc27339298ae31485ce70a774f6cb,like,2023-08-12 08:00:00.000000,60.0,60,63.0,Male,Belt,Accessories,79,Louisiana,L,Yellow,Spring,4.6,Yes,Standard,Yes,Yes,4.0,Debit Card,Weekly,2023-08,2023-08,High,High,High
61.0,5483f67f50a97a8dd7f404f80eab75e1,purchase,2023-09-12 08:00:00.000000,61.0,61,50.0,Male,Sweater,Clothing,37,Idaho,L,Brown,Summer,4.0,Yes,Express,Yes,Yes,17.0,Cash,Weekly,2023-09,2023-09,Low,Low,Low
62.0,ce9fd24e5a2b750d26c861da26ca283c,view,2023-10-12 08:00:00.000000,62.0,62,55.0,Male,Scarf,Accessories,68,Texas,M,Orange,Winter,4.7,Yes,Store Pickup,Yes,Yes,21.0,Credit Card,Every 3 Months,2023-10,2023-10,Medium,Medium,Medium
63.0,ee4f7424fcbf4e3767bd0018e4c3e1d3,like,2023-11-12 08:00:00.000000,63.0,63,30.0,Male,Sneakers,Footwear,21,Mississippi,S,Magenta,Spring,3.8,Yes,Free Shipping,Yes,Yes,31.0,Credit Card,Fortnightly,2023-11,2023-11,Low,Low,Low
64.0,a837eca35fd596cd19b7c5601a1342bc,purchase,2023-12-12 08:00:00.000000,64.0,64,33.0,Male,Sunglasses,Accessories,79,Arizona,L,Lavender,Winter,2.7,Yes,2-Day Shipping,Yes,Yes,43.0,Credit Card,Weekly,2023-12,2023-12,High,High,High
81.0,1f25e0968f5ab9451c985211bdfe4e27,purchase,2023-01-01 00:00:00.000000,81.0,81,19.0,Male,Sandals,Footwear,72,New York,XL,Blue,Summer,3.3,Yes,Store Pickup,Yes,Yes,24.0,Credit Card,Every 3 Months,2023-01,2023-01,Medium,Medium,Medium
86.0,aa5d0f143bd2e72e59977889279f2cf9,view,2023-01-01 10:00:00.000000,86.0,86,53.0,Male,Sunglasses,Accessories,95,New Mexico,M,Charcoal,Winter,4.5,Yes,Next Day Air,Yes,Yes,2.0,Debit Card,Bi-Weekly,2023-01,2023-01,High,High,High
87.0,655d6a86d569a686be549cd34ebc3d9e,like,2023-02-01 10:00:00.000000,87.0,87,24.0,Male,Hoodie,Clothing,41,Nevada,L,Pink,Spring,3.7,Yes,2-Day Shipping,Yes,Yes,47.0,Cash,Bi-Weekly,2023-02,2023-02,Low,Low,Low
88.0,39581e8e51beb8d3a0dd056baba4ff53,view,2023-03-01 10:00:00.000000,88.0,88,52.0,Male,Shoes,Footwear,53,Ohio,M,Green,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,44.0,Debit Card,Fortnightly,2023-03,2023-03,Medium,Medium,Medium
89.0,67fb67f9191d3971c94200a3a3b9baf9,like,2023-04-01 10:00:00.000000,89.0,89,33.0,Male,T-shirt,Clothing,47,Wyoming,M,Orange,Fall,3.5,Yes,Free Shipping,Yes,Yes,35.0,Credit Card,Monthly,2023-04,2023-04,Medium,Medium,Medium
90.0,473f3b4baadf9bb5d4748f2f27887e00,like,2023-05-01 10:00:00.000000,90.0,90,47.0,Male,Jacket,Outerwear,83,California,XL,Pink,Fall,3.6,Yes,Next Day Air,Yes,Yes,15.0,Cash,Quarterly,2023-05,2023-05,High,High,High
91.0,eae3be3cc19d4e642c2578cba1703d04,purchase,2023-06-01 10:00:00.000000,91.0,91,25.0,Male,Hat,Accessories,48,South Carolina,L,Violet,Summer,2.9,Yes,Express,Yes,Yes,29.0,Credit Card,Monthly,2023-06,2023-06,Medium,Medium,Medium
92.0,dbf821fa0abe44f1d29203623d5ee012,view,2023-07-01 10:00:00.000000,92.0,92,44.0,Male,Scarf,Accessories,99,South Carolina,S,Green,Winter,4.6,Yes,Standard,Yes,Yes,18.0,Credit Card,Every 3 Months,2023-07,2023-07,High,High,High
93.0,30ea772fc1d42248ea26c4c5ad0311a5,like,2023-08-01 10:00:00.000000,93.0,93,61.0,Male,Jacket,Outerwear,87,Texas,M,Olive,Winter,4.4,Yes,2-Day Shipping,Yes,Yes,13.0,Venmo,Every 3 Months,2023-08,2023-08,High,High,High
94.0,8406b5a5a8f4b30bd4a9fcc89cca983f,purchase,2023-09-01 10:00:00.000000,94.0,94,37.0,Male,Sweater,Clothing,62,Florida,M,Purple,Fall,4.5,Yes,Standard,Yes,Yes,46.0,Credit Card,Weekly,2023-09,2023-09,Medium,Medium,Medium
95.0,d229c3105ea7858cd1d92641a34b4ec8,purchase,2023-10-01 10:00:00.000000,95.0,95,58.0,Male,Skirt,Clothing,76,Nevada,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,Yes,28.0,Credit Card,Weekly,2023-10,2023-10,High,High,High
96.0,72b935fe1a8026edc4fa21e68e6dfe80,view,2023-11-01 10:00:00.000000,96.0,96,37.0,Male,Sneakers,Footwear,100,Missouri,L,Pink,Fall,3.8,Yes,Free Shipping,Yes,Yes,48.0,PayPal,Monthly,2023-11,2023-11,High,High,High
97.0,10e74e9a2789a22f0ec2c123456edf67,like,2023-12-01 10:00:00.000000,97.0,97,32.0,Male,Gloves,Accessories,73,Delaware,S,Gold,Spring,3.6,Yes,Express,Yes,Yes,43.0,Venmo,Every 3 Months,2023-12,2023-12,Medium,Medium,Medium
110.0,02d5d3748dc98cf913b93dc8b5c05c8b,view,2023-10-10 08:00:00.000000,110.0,110,58.0,Male,T-shirt,Clothing,85,Alabama,M,Violet,Spring,2.6,Yes,Next Day Air,Yes,Yes,43.0,Bank Transfer,Fortnightly,2023-10,2023-10,High,High,High
111.0,45208c800cf9482dfd24ef949a0f0cd0,like,2023-11-10 08:00:00.000000,111.0,111,56.0,Male,Backpack,Accessories,26,New York,M,Black,Summer,4.0,Yes,Standard,Yes,Yes,26.0,Venmo,Fortnightly,2023-11,2023-11,Low,Low,Low
112.0,79e3041db1ebd4fdd038c9d2cf0ef04e,like,2023-12-10 08:00:00.000000,112.0,112,26.0,Male,Belt,Accessories,75,Massachusetts,L,Purple,Summer,5.0,Yes,Free Shipping,Yes,Yes,9.0,Credit Card,Annually,2023-12,2023-12,High,High,High
132.0,1d6d1a47bc11a7549b994c0e8cbd8804,purchase,2023-01-11 08:00:00.000000,132.0,132,28.0,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,46.0,Credit Card,Weekly,2023-01,2023-01,Low,Low,Low
133.0,8fd364299f24cb6ba28a5a93919b5cfa,view,2023-02-11 08:00:00.000000,133.0,133,30.0,Male,Backpack,Accessories,58,New Mexico,M,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,42.0,PayPal,Weekly,2023-02,2023-02,Medium,Medium,Medium
134.0,7e3cd8712b226daca73ba3ab3abde13c,like,2023-03-11 08:00:00.000000,134.0,134,52.0,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,Yes,25.0,Venmo,Annually,2023-03,2023-03,Medium,Medium,Medium
135.0,38764032a8ab8cbacc789a9419d2a020,view,2023-04-11 08:00:00.000000,135.0,135,43.0,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,Yes,25.0,Cash,Monthly,2023-04,2023-04,High,High,High
136.0,ff09acf412a4d6277345698d6038909f,like,2023-05-11 08:00:00.000000,136.0,136,43.0,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Express,Yes,Yes,12.0,PayPal,Quarterly,2023-05,2023-05,High,High,High
137.0,9d5a7160612c96058770fcc966a92054,like,2023-06-11 08:00:00.000000,137.0,137,39.0,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,Yes,4.0,Debit Card,Quarterly,2023-06,2023-06,High,High,High
138.0,167a657569966c53f85837414f11fef0,purchase,2023-07-11 08:00:00.000000,138.0,138,68.0,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,Yes,38.0,PayPal,Weekly,2023-07,2023-07,Low,Low,Low
139.0,6bbd68078c73c7e597720418d5347070,view,2023-08-11 08:00:00.000000,139.0,139,68.0,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,Yes,42.0,Bank Transfer,Weekly,2023-08,2023-08,Low,Low,Low
140.0,875a5a1374880f0c30bce7429ff4e411,like,2023-09-11 08:00:00.000000,140.0,140,49.0,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,Yes,30.0,Venmo,Annually,2023-09,2023-09,High,High,High
141.0,55259e7b18b0f9c485d920d401dafed3,purchase,2023-10-11 08:00:00.000000,141.0,141,63.0,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,50.0,Credit Card,Weekly,2023-10,2023-10,Low,Low,Low
142.0,1d3b2d2a7a30a088f5c0e2976b8b37ca,purchase,2023-11-11 08:00:00.000000,142.0,142,56.0,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,Yes,45.0,PayPal,Weekly,2023-11,2023-11,Medium,Medium,Medium
143.0,baa973c42b723622550e48dda886cff7,view,2023-12-11 08:00:00.000000,143.0,143,37.0,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,Yes,33.0,Credit Card,Fortnightly,2023-12,2023-12,Medium,Medium,Medium
162.0,590f3150f17afe14169b882ccb085894,like,2023-01-12 08:00:00.000000,162.0,162,65.0,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Express,Yes,Yes,29.0,Venmo,Fortnightly,2023-01,2023-01,Medium,Medium,Medium
163.0,aade3ca10a67c48547cb7321a8bfdff2,purchase,2023-02-12 08:00:00.000000,163.0,163,54.0,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,Yes,31.0,PayPal,Bi-Weekly,2023-02,2023-02,High,High,High
164.0,78781a21385e64c99625cfa04169930c,view,2023-03-12 08:00:00.000000,164.0,164,54.0,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,Yes,8.0,Debit Card,Weekly,2023-03,2023-03,Medium,Medium,Medium
165.0,0c9eb56d53ae22e149e1a74b1e26e2aa,like,2023-04-12 08:00:00.000000,165.0,165,59.0,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,Yes,5.0,Credit Card,Fortnightly,2023-04,2023-04,Medium,Medium,Medium
166.0,b16353a747c799db484e5bf81167c98c,purchase,2023-05-12 08:00:00.000000,166.0,166,42.0,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,Yes,7.0,Cash,Monthly,2023-05,2023-05,Medium,Medium,Medium
167.0,44af50aecebcfbca03654d2ab92aac6b,purchase,2023-06-12 08:00:00.000000,167.0,167,46.0,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Store Pickup,Yes,Yes,30.0,Cash,Monthly,2023-06,2023-06,Low,Low,Low
168.0,f4d3330e05b15674aa1f2c5b4d044cd4,purchase,2023-07-12 08:00:00.000000,168.0,168,33.0,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Express,Yes,Yes,14.0,Credit Card,Every 3 Months,2023-07,2023-07,Low,Low,Low
169.0,abe81df9ab60b47485e890b36cb279f9,view,2023-08-12 08:00:00.000000,169.0,169,34.0,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Express,Yes,Yes,5.0,Cash,Fortnightly,2023-08,2023-08,High,High,High
170.0,40d32e8dde1e0d2f405a1cf18c401d49,like,2023-09-12 08:00:00.000000,170.0,170,27.0,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3.0,PayPal,Every 3 Months,2023-09,2023-09,Low,Low,Low
171.0,fa1866644e57cb438168bff84ece7c25,view,2023-10-12 08:00:00.000000,171.0,171,52.0,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46.0,Venmo,Bi-Weekly,2023-10,2023-10,Low,Low,Low
172.0,19ef9573802bf0c2d880c55e29c92003,like,2023-11-12 08:00:00.000000,172.0,172,29.0,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4.0,Credit Card,Weekly,2023-11,2023-11,Low,Low,Low
173.0,9a368eab9859f79f2850773b36b01917,like,2023-12-12 08:00:00.000000,173.0,173,54.0,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42.0,Credit Card,Bi-Weekly,2023-12,2023-12,Medium,Medium,Medium
190.0,d34cc15af5c365e8e4505fdbaec1bfbb,view,2023-01-01 00:00:00.000000,190.0,190,36.0,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4.0,Credit Card,Weekly,2023-01,2023-01,High,High,High
195.0,39887c2739efaea41c8ff64b2bcf5a05,purchase,2023-01-01 10:00:00.000000,195.0,195,51.0,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15.0,Debit Card,Quarterly,2023-01,2023-01,High,High,High
196.0,f8be834ac3d69dd71dcde215b308a38d,view,2023-02-01 10:00:00.000000,196.0,196,51.0,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34.0,Credit Card,Monthly,2023-02,2023-02,Low,Low,Low
197.0,ec05fb1e17e8206c1537dd9fc6cd4ca6,like,2023-03-01 10:00:00.000000,197.0,197,38.0,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41.0,Credit Card,Fortnightly,2023-03,2023-03,High,High,High
198.0,67c5ad1b80a48100edd86b683ca6056d,purchase,2023-04-01 10:00:00.000000,198.0,198,59.0,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41.0,Credit Card,Monthly,2023-04,2023-04,High,High,High
199.0,e38b5f6d4d43c40bbb254a7eb0ef919a,purchase,2023-05-01 10:00:00.000000,199.0,199,57.0,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39.0,Credit Card,Fortnightly,2023-05,2023-05,Medium,Medium,Medium
200.0,8e34bfe8fdd48732e9f5c8fd0ae1c2a3,view,2023-06-01 10:00:00.000000,200.0,200,54.0,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32.0,Cash,Weekly,2023-06,2023-06,Medium,Medium,Medium
201.0,8a099a7dd34305e8428ab48fca3fad79,like,2023-07-01 10:00:00.000000,201.0,201,25.0,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29.0,Venmo,Monthly,2023-07,2023-07,Medium,Medium,Medium
202.0,1ce0d10b52aeadc76bf43579d2d95aca,view,2023-08-01 10:00:00.000000,202.0,202,69.0,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15.0,Bank Transfer,Annually,2023-08,2023-08,Low,Low,Low
203.0,c9ccb2238b43b1c07eeee6efaeec1f3b,like,2023-09-01 10:00:00.000000,203.0,203,57.0,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33.0,Venmo,Annually,2023-09,2023-09,Low,Low,Low
204.0,f2ebc91da22bc057f048bc35cea0bf6f,like,2023-10-01 10:00:00.000000,204.0,204,70.0,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18.0,Bank Transfer,Weekly,2023-10,2023-10,Low,Low,Low
205.0,d0777b6e4b75a1c3edac4547132635c6,purchase,2023-11-01 10:00:00.000000,205.0,205,24.0,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,Yes,Yes,35.0,Cash,Bi-Weekly,2023-11,2023-11,High,High,High
206.0,0c5298272cf8b8c881bfba43f0f9821a,view,2023-12-01 10:00:00.000000,206.0,206,67.0,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Standard,Yes,Yes,25.0,PayPal,Weekly,2023-12,2023-12,Medium,Medium,Medium
226.0,a6737b0c04b96b728bc14669376d3ebf,purchase,2023-01-02 10:00:00.000000,226.0,226,25.0,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11.0,Bank Transfer,Annually,2023-01,2023-01,Low,Low,Low
227.0,b24cdf404d3a7505edcd35049aec46d1,view,2023-02-02 10:00:00.000000,227.0,227,29.0,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5.0,PayPal,Monthly,2023-02,2023-02,High,High,High
228.0,3ace0bf66d966fd622f6b46f025bd478,like,2023-03-02 10:00:00.000000,228.0,228,50.0,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25.0,Venmo,Fortnightly,2023-03,2023-03,High,High,High
229.0,98e34c37b5ee85b4c20cf72962b57868,view,2023-04-02 10:00:00.000000,229.0,229,18.0,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11.0,Credit Card,Annually,2023-04,2023-04,High,High,High
230.0,413ca2eda708e4b85343919c0e1e3926,like,2023-05-02 10:00:00.000000,230.0,230,70.0,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27.0,PayPal,Every 3 Months,2023-05,2023-05,Low,Low,Low
231.0,3de177e1a695a48dbf706d14e587021f,like,2023-06-02 10:00:00.000000,231.0,231,66.0,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43.0,Credit Card,Annually,2023-06,2023-06,High,High,High
232.0,aa6b0cc46a76b6ff6aeafa2eec3c7816,purchase,2023-07-02 10:00:00.000000,232.0,232,28.0,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18.0,Debit Card,Every 3 Months,2023-07,2023-07,Low,Low,Low
233.0,81dfc6db189d68b3e9df6c52e6c05b5e,view,2023-08-02 10:00:00.000000,233.0,233,54.0,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32.0,Bank Transfer,Bi-Weekly,2023-08,2023-08,Low,Low,Low
234.0,4b64df884b56adb12adf150210014b55,like,2023-09-02 10:00:00.000000,234.0,234,19.0,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27.0,Bank Transfer,Every 3 Months,2023-09,2023-09,High,High,High
235.0,45552618acd76bfc988bbcc3a1b1c283,purchase,2023-10-02 10:00:00.000000,235.0,235,20.0,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24.0,Credit Card,Weekly,2023-10,2023-10,Low,Low,Low
236.0,3cdbb47eb172e3493578a8e34a03620b,purchase,2023-11-02 10:00:00.000000,236.0,236,43.0,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31.0,Debit Card,Quarterly,2023-11,2023-11,High,High,High
237.0,a69473e10884b515db3fd1641a482c02,view,2023-12-02 10:00:00.000000,237.0,237,38.0,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39.0,PayPal,Fortnightly,2023-12,2023-12,Medium,Medium,Medium
254.0,b501e323c7a740ad13e56a952dd36dfe,like,2023-01-03 10:00:00.000000,254.0,254,52.0,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15.0,Bank Transfer,Bi-Weekly,2023-01,2023-01,Medium,Medium,Medium
255.0,f686fb07d2973557ef45f532b928e458,purchase,2023-02-03 10:00:00.000000,255.0,255,67.0,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4.0,PayPal,Bi-Weekly,2023-02,2023-02,Low,Low,Low
256.0,82d6de2993fa037d25d5c72ebe3d3243,purchase,2023-03-03 10:00:00.000000,256.0,256,43.0,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25.0,Debit Card,Annually,2023-03,2023-03,Low,Low,Low
257.0,762c9ee1be7ca359274fecdba946cfe3,view,2023-04-03 10:00:00.000000,257.0,257,58.0,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,20.0,Credit Card,Every 3 Months,2023-04,2023-04,Low,Low,Low
